grid_lat,grid_lon,count
36.81,-2.57,1
36.81,-2.15,1
36.82,-2.45,1
36.83,-3.98,1
36.83,-2.62,1
36.83,-2.47,3
36.83,-2.46,1
36.83,-2.33,1
36.83,14.76,1
36.83,14.77,1
36.83,21.92,1
36.84,-2.46,2
36.84,-2.45,1
36.84,-2.44,2
36.84,14.76,1
36.85,-2.47,1
36.85,-2.42,1
36.85,14.75,2
36.85,15.11,1
36.85,22.67,1
36.86,-5.19,1
36.86,14.76,1
36.87,-4.16,1
36.87,-2.45,2
36.87,27.2,1
36.88,-2.45,1
36.88,-2.42,1
36.88,14.68,1
36.88,14.69,1
36.88,15.06,1
36.88,15.07,1
36.88,27.18,1
36.88,27.240000000000002,1
36.89,-3.43,1
36.89,14.69,1
36.89,15.06,2
36.9,14.72,1
36.910000000000004,-6.09,1
36.910000000000004,14.700000000000001,1
36.910000000000004,14.72,3
36.910000000000004,15.14,2
36.92,-6.08,1
36.92,-2.15,1
36.92,14.700000000000001,1
36.92,14.71,1
36.92,14.72,1
36.92,14.73,1
36.92,14.83,1
36.93,-5.25,1
36.93,-4.28,1
36.93,-1.94,1
36.94,-2.14,1
36.94,14.530000000000001,1
36.94,14.6,1
36.95,-3.36,1
36.95,14.540000000000001,1
36.96,14.61,2
36.96,15.200000000000001,1
36.96,15.21,1
36.97,-3.56,1
36.980000000000004,-5.94,1
36.980000000000004,22.150000000000002,1
36.99,14.6,1
36.99,22.16,1
37.0,-4.61,1
37.01,-7.94,1
37.01,-7.930000000000001,1
37.01,-4.6000000000000005,1
37.02,-7.97,1
37.02,-7.96,1
37.02,-7.95,1
37.02,-7.94,2
37.02,-7.86,2
37.02,-7.8500000000000005,2
37.02,-4.54,1
37.02,15.280000000000001,1
37.02,22.11,1
37.02,22.13,1
37.03,-8.03,1
37.03,-8.02,1
37.03,-7.86,1
37.03,-7.8500000000000005,2
37.03,-7.84,2
37.03,-7.83,1
37.03,15.05,1
37.03,22.1,2
37.03,22.12,1
37.04,-8.07,1
37.04,-8.06,2
37.04,-8.03,1
37.04,-8.02,1
37.04,-7.86,1
37.04,-7.83,1
37.04,-4.87,1
37.04,-2.21,1
37.04,22.080000000000002,1
37.04,22.1,1
37.04,22.11,1
37.050000000000004,-8.07,1
37.050000000000004,14.9,1
37.050000000000004,15.22,1
37.050000000000004,22.01,1
37.06,-8.11,1
37.06,-8.1,1
37.06,-8.040000000000001,1
37.06,14.26,1
37.06,15.27,1
37.06,15.280000000000001,1
37.06,15.290000000000001,1
37.06,22.39,1
37.06,22.43,1
37.07,-8.13,2
37.07,-8.120000000000001,1
37.07,-8.11,1
37.07,-8.1,1
37.07,-8.08,1
37.07,14.24,1
37.07,15.16,1
37.07,15.280000000000001,2
37.07,22.42,1
37.08,-8.290000000000001,1
37.08,-8.27,1
37.08,-8.17,1
37.08,-8.13,2
37.08,-8.120000000000001,1
37.08,-8.11,1
37.08,-8.09,1
37.08,-8.040000000000001,1
37.08,-3.77,1
37.08,-3.65,1
37.08,14.21,1
37.08,14.88,1
37.08,15.26,1
37.08,15.280000000000001,2
37.08,15.290000000000001,2
37.08,22.43,1
37.08,25.150000000000002,1
37.09,-8.47,1
37.09,-8.45,1
37.09,-8.26,2
37.09,-8.25,3
37.09,-8.24,1
37.09,-8.23,1
37.09,-8.18,2
37.09,-8.120000000000001,1
37.09,-8.1,1
37.09,-8.0,1
37.09,-7.9,1
37.09,-4.4,1
37.09,-4.38,1
37.09,-3.4,2
37.09,14.56,1
37.09,15.25,1
37.09,15.27,1
37.1,-8.69,1
37.1,-8.68,2
37.1,-8.38,2
37.1,-8.36,1
37.1,-8.08,1
37.1,-8.01,1
37.11,-8.68,1
37.11,-8.540000000000001,1
37.11,-8.23,1
37.11,-7.66,1
37.11,-7.63,1
37.11,22.900000000000002,1
37.12,-8.6,1
37.12,-8.59,2
37.12,-8.290000000000001,2
37.12,-8.24,2
37.12,-8.040000000000001,1
37.12,-7.65,1
37.12,-6.8100000000000005,1
37.12,-3.7,1
37.12,-3.59,1
37.12,14.84,1
37.12,14.93,1
37.13,-8.56,1
37.13,-8.55,1
37.13,-8.540000000000001,2
37.13,-8.47,1
37.13,-8.46,1
37.13,-8.36,1
37.13,-8.040000000000001,1
37.13,-7.640000000000001,1
37.13,-3.5700000000000003,2
37.13,-1.84,2
37.14,-8.71,1
37.14,-8.56,3
37.14,-8.55,1
37.14,-8.02,1
37.14,-7.9,1
37.14,-5.74,1
37.14,-3.68,1
37.14,-3.63,1
37.15,-8.370000000000001,1
37.15,-7.890000000000001,1
37.15,-7.88,1
37.15,-7.76,1
37.15,-4.13,1
37.15,-3.6,1
37.15,-1.83,1
37.15,15.18,1
37.160000000000004,-5.94,1
37.160000000000004,-4.5600000000000005,1
37.160000000000004,-4.3,1
37.160000000000004,-4.14,1
37.160000000000004,-3.61,5
37.160000000000004,-3.6,2
37.160000000000004,-1.94,1
37.160000000000004,14.75,1
37.17,-6.96,1
37.17,-5.78,1
37.17,-3.62,3
37.17,-3.61,2
37.17,-3.6,1
37.17,-3.0700000000000003,1
37.18,-7.3500000000000005,1
37.18,-7.34,1
37.18,-6.99,1
37.18,-6.97,1
37.18,-4.0600000000000005,1
37.18,-3.93,1
37.18,-3.62,1
37.18,-3.61,2
37.18,-3.6,1
37.19,-7.99,1
37.19,-7.44,1
37.19,-7.42,1
37.19,-7.4,1
37.19,-7.33,1
37.19,-6.99,1
37.19,-5.92,1
37.19,-5.8,1
37.19,-3.7800000000000002,1
37.19,-3.65,3
37.19,-3.64,2
37.19,-3.63,1
37.19,-3.62,2
37.19,-3.61,2
37.19,-2.99,1
37.19,13.75,1
37.19,13.76,1
37.2,-7.24,1
37.2,-7.23,1
37.2,-5.8100000000000005,1
37.2,-3.67,1
37.2,-3.62,2
37.2,-1.82,1
37.21,-7.24,2
37.21,-3.69,2
37.21,-3.63,1
37.21,-3.62,2
37.21,-1.84,1
37.21,14.64,1
37.22,-7.13,1
37.22,-3.7,1
37.22,-3.66,1
37.22,-3.64,2
37.22,15.22,1
37.230000000000004,-8.18,1
37.230000000000004,-1.86,1
37.230000000000004,-1.85,1
37.24,-6.3100000000000005,1
37.24,-5.5600000000000005,1
37.24,-5.01,1
37.24,-3.7600000000000002,1
37.24,15.21,1
37.24,15.23,1
37.25,-6.96,3
37.25,-6.95,1
37.25,-4.99,1
37.25,21.66,1
37.26,-8.3,1
37.26,-7.2,1
37.26,-6.93,1
37.26,13.57,1
37.26,13.58,1
37.27,-6.84,1
37.27,-4.49,1
37.27,14.09,2
37.27,14.790000000000001,2
37.28,-7.18,1
37.28,-7.15,1
37.28,-5.94,3
37.28,-5.93,2
37.28,-5.92,1
37.28,-5.88,1
37.28,14.36,1
37.29,-6.0600000000000005,1
37.29,13.55,1
37.300000000000004,-5.98,1
37.300000000000004,13.58,1
37.300000000000004,14.200000000000001,1
37.300000000000004,24.36,1
37.31,-8.56,1
37.31,-6.8500000000000005,2
37.31,-6.84,1
37.31,-5.95,1
37.31,13.57,2
37.31,13.58,2
37.32,-5.97,2
37.32,-4.38,1
37.32,14.74,1
37.32,23.17,1
37.33,-8.82,1
37.33,-5.86,1
37.33,13.59,1
37.33,14.73,1
37.34,-5.99,1
37.34,-5.94,1
37.34,23.150000000000002,1
37.35,-6.0600000000000005,1
37.35,-6.05,1
37.35,-6.03,1
37.35,-5.88,1
37.35,-5.8500000000000005,1
37.35,-2.09,1
37.35,13.61,1
37.35,13.83,1
37.35,13.84,1
37.36,-7.97,1
37.36,-6.68,1
37.36,-6.08,1
37.36,-6.04,2
37.36,-6.01,2
37.36,-5.99,2
37.36,-5.98,1
37.36,-4.5,1
37.37,-6.09,1
37.37,-6.04,3
37.37,-6.01,1
37.37,-5.98,2
37.37,-5.97,1
37.37,-5.92,1
37.38,-6.55,1
37.38,-6.43,1
37.38,-6.12,1
37.38,-6.09,3
37.38,-6.07,1
37.38,-6.0600000000000005,1
37.38,-6.05,1
37.38,-6.01,2
37.38,-6.0,1
37.38,-5.99,3
37.38,-5.98,2
37.38,-5.95,1
37.38,-5.93,1
37.38,-5.74,1
37.38,-4.5200000000000005,1
37.38,-2.14,1
37.38,14.36,1
37.39,-6.07,1
37.39,-6.04,1
37.39,-6.01,1
37.39,-6.0,2
37.39,-5.99,3
37.39,-5.98,1
37.39,-5.95,1
37.39,-5.72,1
37.39,-4.7700000000000005,1
37.39,-3.0300000000000002,1
37.39,13.530000000000001,1
37.4,-6.04,1
37.4,-6.01,1
37.4,-5.99,2
37.4,-5.96,3
37.4,-5.95,1
37.4,-5.94,1
37.4,-5.93,1
37.4,-4.5,2
37.4,13.61,1
37.4,13.700000000000001,1
37.410000000000004,-6.01,1
37.410000000000004,-6.0,1
37.410000000000004,-5.98,1
37.410000000000004,-1.57,1
37.410000000000004,14.44,1
37.410000000000004,23.330000000000002,1
37.410000000000004,25.330000000000002,1
37.42,-6.04,1
37.42,-5.98,2
37.42,-5.97,1
37.42,-5.91,1
37.42,-1.55,1
37.42,15.06,1
37.43,-5.98,1
37.43,-1.92,1
37.43,13.39,1
37.43,21.94,1
37.44,-7.78,1
37.44,-7.11,1
37.44,-5.89,1
37.44,-4.22,1
37.44,15.030000000000001,1
37.44,15.05,1
37.44,25.330000000000002,1
37.45,13.88,1
37.45,25.330000000000002,1
37.46,-5.66,1
37.46,-5.3500000000000005,1
37.46,14.05,1
37.47,-5.96,1
37.47,-4.58,1
37.47,14.05,1
37.480000000000004,-5.98,1
37.480000000000004,-5.94,1
37.480000000000004,-5.66,1
37.480000000000004,14.030000000000001,1
37.480000000000004,14.06,1
37.480000000000004,15.07,1
37.49,14.040000000000001,1
37.49,14.05,2
37.49,15.08,2
37.5,15.08,7
37.5,15.09,1
37.5,22.38,1
37.51,-8.06,1
37.51,13.01,1
37.51,13.09,1
37.51,15.0,1
37.51,15.02,1
37.51,15.030000000000001,1
37.51,15.08,2
37.51,15.09,2
37.51,22.38,1
37.51,22.85,1
37.52,-3.64,1
37.52,13.08,1
37.52,13.73,1
37.52,15.11,1
37.53,-8.19,1
37.53,-5.09,1
37.53,14.98,1
37.53,15.08,1
37.53,15.09,1
37.53,15.1,2
37.53,15.11,1
37.54,-6.0600000000000005,1
37.54,-5.89,1
37.54,-5.08,1
37.54,14.290000000000001,1
37.54,15.05,1
37.54,15.08,1
37.54,15.13,1
37.54,15.14,1
37.550000000000004,-2.62,1
37.550000000000004,15.06,1
37.550000000000004,15.07,1
37.550000000000004,15.120000000000001,1
37.550000000000004,15.14,1
37.550000000000004,25.13,1
37.56,12.950000000000001,1
37.56,14.26,1
37.56,14.27,1
37.56,14.290000000000001,1
37.56,14.9,1
37.56,22.81,1
37.57,-1.8,1
37.57,-1.27,1
37.57,13.73,1
37.57,22.79,1
37.58,-4.65,1
37.58,-4.64,1
37.58,-1.32,1
37.58,12.8,1
37.58,22.88,1
37.59,-8.65,1
37.59,-4.3100000000000005,1
37.59,-3.8200000000000003,1
37.59,12.96,1
37.59,15.13,1
37.6,-1.0,1
37.6,-0.99,1
37.6,-0.81,2
37.6,15.05,1
37.6,15.09,1
37.6,15.15,1
37.61,-4.7,1
37.61,-1.01,1
37.61,-1.0,1
37.61,15.02,1
37.61,15.14,1
37.61,15.15,1
37.61,15.16,1
37.62,-4.32,1
37.62,-1.01,1
37.62,-0.99,1
37.62,-0.9500000000000001,1
37.62,22.75,1
37.63,-3.54,1
37.63,-1.01,1
37.63,12.61,1
37.63,15.17,1
37.64,-1.71,1
37.64,13.1,1
37.64,14.39,1
37.64,21.63,2
37.65,-8.24,1
37.65,-8.23,1
37.65,-4.08,1
37.65,-1.72,1
37.65,-1.71,2
37.65,-1.02,1
37.65,-1.01,1
37.65,12.6,1
37.65,14.51,1
37.65,14.61,1
37.660000000000004,-4.73,1
37.660000000000004,-1.71,1
37.660000000000004,-1.7,1
37.660000000000004,12.56,1
37.660000000000004,15.09,1
37.67,-4.5600000000000005,1
37.67,-1.7,2
37.67,12.790000000000001,1
37.67,21.42,1
37.68,-1.68,1
37.68,-0.96,1
37.68,22.03,1
37.68,26.91,1
37.69,-6.6000000000000005,1
37.69,-1.08,1
37.69,15.1,1
37.69,24.05,1
37.69,26.740000000000002,1
37.7,-3.98,1
37.7,15.17,1
37.72,-1.17,1
37.72,12.89,2
37.72,20.98,1
37.730000000000004,-6.94,1
37.730000000000004,-0.97,1
37.730000000000004,-0.96,1
37.730000000000004,-0.92,1
37.74,-1.53,1
37.74,-0.97,2
37.74,13.59,1
37.75,-0.85,1
37.75,12.85,1
37.75,15.19,1
37.75,15.21,1
37.76,-3.94,2
37.76,-3.8000000000000003,1
37.76,-1.08,1
37.76,14.35,1
37.77,-3.9,1
37.77,-3.79,2
37.77,-3.7600000000000002,1
37.77,-1.46,1
37.77,-0.88,1
37.78,-3.79,2
37.78,-3.7800000000000002,1
37.78,14.1,1
37.78,14.59,2
37.78,14.83,1
37.79,-4.8100000000000005,1
37.79,-3.79,2
37.79,-3.61,1
37.79,-1.43,1
37.79,12.43,2
37.79,14.200000000000001,1
37.79,21.330000000000002,1
37.79,23.87,1
37.800000000000004,-8.72,1
37.800000000000004,-1.1400000000000001,1
37.800000000000004,-0.85,1
37.800000000000004,-0.8300000000000001,2
37.800000000000004,12.43,1
37.800000000000004,12.44,2
37.800000000000004,12.450000000000001,1
37.800000000000004,13.63,1
37.800000000000004,14.09,1
37.800000000000004,15.17,1
37.800000000000004,23.76,1
37.81,-3.7800000000000002,1
37.81,-0.9,1
37.81,12.52,1
37.81,13.290000000000001,2
37.81,13.3,1
37.81,14.09,2
37.81,15.26,1
37.81,20.86,1
37.81,23.95,1
37.82,-7.98,1
37.82,-0.8200000000000001,2
37.82,12.8,1
37.82,23.78,1
37.82,23.79,2
37.83,-6.46,1
37.83,-5.25,1
37.83,-0.8,1
37.83,23.77,1
37.83,23.8,2
37.84,-4.8,1
37.84,21.1,1
37.84,23.75,1
37.84,23.76,3
37.84,23.77,1
37.85,13.9,1
37.85,22.990000000000002,1
37.85,23.76,3
37.85,23.77,1
37.86,-6.79,1
37.86,-4.79,1
37.86,14.15,1
37.86,15.07,1
37.86,23.75,1
37.87,-8.17,1
37.87,-4.8500000000000005,1
37.87,-4.8100000000000005,1
37.87,-4.8,1
37.87,12.49,1
37.87,23.76,2
37.88,-4.79,1
37.88,-4.7700000000000005,1
37.88,13.370000000000001,1
37.88,14.950000000000001,1
37.88,15.120000000000001,1
37.88,15.3,1
37.88,15.31,1
37.88,23.87,1
37.89,-8.05,1
37.89,-8.02,1
37.89,-6.57,1
37.89,-6.48,1
37.89,-5.63,1
37.89,-4.79,1
37.89,-4.74,1
37.89,-4.73,1
37.89,-4.38,1
37.89,23.88,1
37.9,-6.83,1
37.9,-4.8,1
37.9,-4.73,1
37.9,-4.72,1
37.9,13.43,1
37.9,23.71,2
37.9,23.740000000000002,2
37.910000000000004,-6.83,1
37.910000000000004,-6.73,1
37.910000000000004,-4.73,1
37.910000000000004,-4.72,1
37.910000000000004,23.7,1
37.910000000000004,23.71,1
37.910000000000004,23.740000000000002,1
37.92,-8.25,2
37.92,-6.72,1
37.92,-3.02,1
37.92,13.56,1
37.92,22.93,1
37.92,22.97,1
37.92,23.71,1
37.93,-6.63,1
37.93,-1.2,1
37.93,-1.1500000000000001,1
37.93,-0.81,1
37.93,14.09,1
37.93,22.900000000000002,1
37.93,23.14,1
37.93,23.63,1
37.93,23.64,2
37.93,23.68,3
37.93,23.69,2
37.93,23.7,1
37.93,23.88,1
37.93,23.94,1
37.94,-7.6000000000000005,1
37.94,-2.96,1
37.94,-1.1500000000000001,1
37.94,15.36,1
37.94,22.82,1
37.94,23.64,1
37.94,23.7,1
37.94,23.73,2
37.95,-1.25,1
37.95,-1.22,1
37.95,13.42,1
37.95,23.61,1
37.95,23.62,1
37.95,23.63,1
37.95,23.64,1
37.95,23.67,1
37.95,23.68,1
37.95,23.73,1
37.95,23.95,1
37.96,-8.86,1
37.96,-7.23,1
37.96,-1.1300000000000001,1
37.96,13.17,1
37.96,15.38,1
37.96,23.650000000000002,1
37.96,23.7,2
37.96,23.72,1
37.96,23.73,2
37.96,23.85,2
37.96,23.92,1
37.96,24.0,1
37.97,-1.23,1
37.97,-1.22,1
37.97,-1.21,2
37.97,-1.1400000000000001,1
37.97,-1.08,1
37.97,-0.6900000000000001,1
37.97,12.950000000000001,1
37.97,13.68,1
37.97,22.97,1
37.97,23.650000000000002,1
37.97,23.66,1
37.97,23.67,1
37.97,23.71,2
37.97,23.73,4
37.97,23.740000000000002,1
37.97,23.75,1
37.980000000000004,-8.84,1
37.980000000000004,-1.1400000000000001,3
37.980000000000004,-1.1300000000000001,3
37.980000000000004,-1.12,3
37.980000000000004,-0.68,1
37.980000000000004,-0.67,1
37.980000000000004,12.94,2
37.980000000000004,12.96,1
37.980000000000004,13.69,1
37.980000000000004,13.700000000000001,3
37.980000000000004,13.83,1
37.980000000000004,23.67,1
37.980000000000004,23.72,3
37.980000000000004,23.84,1
37.980000000000004,23.88,1
37.980000000000004,23.91,1
37.99,-3.48,1
37.99,-1.1500000000000001,1
37.99,-1.1400000000000001,5
37.99,-0.6900000000000001,1
37.99,-0.68,1
37.99,12.540000000000001,1
37.99,15.93,1
37.99,23.35,1
37.99,23.66,1
37.99,23.71,1
37.99,23.740000000000002,1
37.99,23.77,1
37.99,23.78,1
37.99,23.88,1
38.0,-7.88,1
38.0,-7.87,1
38.0,-1.16,1
38.0,-1.1500000000000001,1
38.0,-1.1300000000000001,1
38.0,12.530000000000001,1
38.0,23.7,1
38.0,23.78,1
38.0,23.79,1
38.0,23.8,1
38.0,23.85,1
38.0,23.86,1
38.01,-8.71,1
38.01,-7.88,2
38.01,-4.39,1
38.01,-3.38,2
38.01,-0.71,1
38.01,12.530000000000001,3
38.01,12.540000000000001,1
38.01,12.58,1
38.01,15.13,1
38.01,23.71,1
38.01,23.73,1
38.01,23.740000000000002,1
38.01,23.8,1
38.01,23.82,1
38.01,24.0,1
38.02,-7.8500000000000005,2
38.02,-6.23,1
38.02,-4.5200000000000005,1
38.02,-4.17,1
38.02,-4.0600000000000005,1
38.02,-3.38,1
38.02,-1.1500000000000001,2
38.02,-0.74,1
38.02,12.88,1
38.02,15.64,1
38.02,15.65,1
38.02,23.75,1
38.02,23.8,1
38.02,23.830000000000002,1
38.03,-4.33,1
38.03,-4.0600000000000005,1
38.03,-4.05,1
38.03,-4.04,1
38.03,12.58,2
38.03,13.44,1
38.03,14.02,2
38.03,23.7,1
38.03,23.71,1
38.03,23.79,1
38.03,23.8,1
38.03,23.82,1
38.04,-1.67,1
38.04,-0.72,1
38.04,12.58,1
38.04,13.11,1
38.04,13.120000000000001,1
38.04,13.290000000000001,1
38.04,13.39,1
38.04,14.02,1
38.04,23.72,1
38.04,23.77,1
38.04,23.79,1
38.04,23.81,1
38.050000000000004,-8.790000000000001,1
38.050000000000004,-8.120000000000001,1
38.050000000000004,-1.22,1
38.050000000000004,-0.75,1
38.050000000000004,-0.71,1
38.050000000000004,13.0,2
38.050000000000004,13.530000000000001,1
38.050000000000004,23.73,1
38.050000000000004,23.75,1
38.050000000000004,23.76,1
38.050000000000004,23.8,1
38.050000000000004,23.830000000000002,1
38.06,-1.21,1
38.06,-0.8,1
38.06,-0.74,1
38.06,12.59,1
38.06,23.71,1
38.06,23.73,1
38.06,23.78,1
38.07,-1.18,1
38.07,-0.9500000000000001,2
38.07,13.280000000000001,2
38.07,13.44,1
38.07,13.51,2
38.07,14.61,1
38.07,15.65,1
38.07,22.62,1
38.07,23.7,1
38.07,23.76,1
38.07,23.82,1
38.07,23.98,1
38.08,-6.26,1
38.08,-1.79,1
38.08,-1.24,1
38.08,-0.97,1
38.08,-0.96,1
38.08,-0.9500000000000001,1
38.08,-0.9400000000000001,1
38.08,13.530000000000001,1
38.08,14.84,1
38.08,15.63,1
38.08,23.53,1
38.08,23.69,1
38.08,23.81,2
38.08,23.830000000000002,1
38.09,-3.7800000000000002,1
38.09,-3.77,2
38.09,-3.63,1
38.09,13.31,1
38.09,13.36,1
38.09,13.39,1
38.09,13.41,1
38.09,15.63,1
38.09,15.64,1
38.09,23.73,1
38.09,23.740000000000002,1
38.09,23.82,1
38.1,-1.85,1
38.1,-0.9400000000000001,1
38.1,-0.66,1
38.1,13.33,1
38.1,13.35,1
38.1,13.36,1
38.1,15.21,1
38.1,15.64,1
38.11,-3.64,1
38.11,-3.09,1
38.11,-3.08,1
38.11,-0.79,1
38.11,-0.66,1
38.11,13.32,2
38.11,13.33,1
38.11,13.34,1
38.11,13.35,2
38.11,13.36,2
38.11,13.370000000000001,1
38.11,14.72,1
38.11,15.65,1
